timestamp,symbol,direction,entry_price,exit_price,size_usd,pnl_usd,pnl_pct,exit_reason,hold_seconds,confidence,market_type
2026-02-22T16:33:11.037761,XLM-USD,SHORT,0.15513190,0.15482788,99.95,0.20,0.1960,MAX_HOLD_FLAT,ML:0.22|Trend:SIDE|RSI:39|Sent:-0.82
2026-02-22T16:43:37.913033,ETH-USD,SHORT,1939.97452750,1949.48925750,99.95,-0.49,-0.4905,MAX_HOLD_FLAT,ML:0.11|Trend:SIDE|RSI:44|Sent:-0.82
2026-02-22T16:43:37.937271,PI_ETHUSD,SHORT,1940.48415980,1950.48361949,49.98,-0.26,-0.5153,MAX_HOLD_FLAT,ML:0.13|Trend:DOWN|RSI:46|Sent:-0.82
2026-02-22T17:27:10.768431,PI_ETHUSD,SHORT,1941.32606004,1947.99696431,49.98,-0.17,-0.3436,MAX_HOLD_FLAT,ML:0.08|Trend:SIDE|RSI:70|Sent:-0.82
2026-02-22T17:28:56.331316,UNI-USD,SHORT,3.45527150,3.47073450,99.97,-0.45,-0.4475,MAX_HOLD_FLAT,ML:0.17|Trend:SIDE|RSI:38|Sent:-0.82
2026-02-22T18:03:56.436910,UNI-USD,LONG,3.46122975,3.37880975,192.15,-4.58,-2.3812,STOP_LOSS,ML:0.79|Trend:UP|RSI:13|Sent:-0.90
2026-02-22T18:09:10.395639,LTC-USD,SHORT,53.43327000,52.10103750,99.93,2.49,2.4933,TAKE_PROFIT,ML:0.19|Trend:SIDE|RSI:55|Sent:-0.82
2026-02-22T18:10:58.557844,PI_AVAXUSD,SHORT,8.81294400,8.54683200,49.98,1.51,3.0196,TAKE_PROFIT,ML:0.18|Trend:SIDE|RSI:43|Sent:-0.82
2026-02-22T18:10:58.580655,MATIC-USD,LONG,0.10620307,0.10364815,166.84,-4.01,-2.4057,STOP_LOSS,ML:0.80|Trend:UP|RSI:21|Sent:-0.90
2026-02-22T21:19:32.185670,PI_XRPUSD,LONG,1.34440259,1.33665704,57.63,-0.33,-0.5761,MAX_HOLD_FLAT,ML:0.93|Trend:DOWN|RSI:24|Sent:-0.90
2026-02-22T21:27:54.090475,PI_XRPUSD,LONG,1.33382756,1.33768462,49.86,0.14,0.2892,MAX_HOLD_FLAT,ML:0.92|Trend:DOWN|RSI:25|Sent:-0.90
2026-02-22T22:18:27.468738,XLM-USD,LONG,0.15071732,0.15094399,124.23,0.19,0.1504,MAX_HOLD_FLAT,ML:0.94|Trend:DOWN|RSI:25|Sent:-0.90
2026-02-22T23:12:53.045946,AAVE-USD,SHORT,112.41376500,114.72733500,115.29,-2.37,-2.0581,STOP_LOSS,ML:0.13|Trend:DOWN|RSI:60|Sent:-0.90
2026-02-22T23:15:03.919032,MATIC-USD,SHORT,0.10319837,0.10545270,99.71,-2.18,-2.1845,STOP_LOSS,ML:0.23|Trend:DOWN|RSI:73|Sent:-0.90
2026-02-22T23:38:14.454241,NEAR-USD,SHORT,0.99350300,1.01450700,99.71,-2.11,-2.1141,STOP_LOSS,ML:0.29|Trend:DOWN|RSI:96|Sent:-0.90
2026-02-23T00:01:25.679963,DOGE-USD,SHORT,0.09271362,0.09464230,99.71,-2.07,-2.0803,STOP_LOSS,ML:0.21|Trend:DOWN|RSI:70|Sent:-0.90
2026-02-23T00:44:50.550951,ATOM-USD,SHORT,2.20139875,2.21260575,158.85,-0.81,-0.5091,MAX_HOLD_FLAT,ML:0.26|Trend:DOWN|RSI:79|Sent:-0.90
2026-02-23T02:03:27.863378,PAXG-USD,SHORT,5181.36302250,5158.28285250,117.94,0.53,0.4454,MAX_HOLD_FLAT,ML:0.09|Trend:SIDE|RSI:71|Sent:-0.90
2026-02-23T02:16:03.505575,PI_XRPUSD,SHORT,1.34517272,1.36949887,85.14,-1.54,-1.8084,MAX_HOLD_FORCED,ML:0.19|Trend:DOWN|RSI:65|Sent:-0.90
2026-02-23T02:22:27.083304,BCH-USD,SHORT,541.05433750,539.77475250,99.71,0.24,0.2365,MAX_HOLD_FLAT,ML:0.30|Trend:DOWN|RSI:75|Sent:-0.90
2026-02-23T02:32:57.096403,PI_XRPUSD,SHORT,1.34323695,1.39342346,62.22,-2.32,-3.7362,STOP_LOSS,ML:0.21|Trend:DOWN|RSI:45|Sent:-0.90
2026-02-23T02:32:57.154112,PI_DOGEUSD,SHORT,0.09194194,0.09502785,65.46,-2.20,-3.3564,STOP_LOSS,ML:0.26|Trend:DOWN|RSI:66|Sent:-0.90
2026-02-23T02:32:57.218075,AVAX-USD,SHORT,8.42078750,8.63431500,99.70,-2.53,-2.5357,STOP_LOSS,ML:0.18|Trend:DOWN|RSI:52|Sent:-0.90
2026-02-23T02:32:57.271854,UNI-USD,LONG,3.34867350,3.43128350,99.53,2.46,2.4669,TAKE_PROFIT,ML:0.82|Trend:UP|RSI:36|Sent:-0.90
2026-02-23T02:39:12.834959,ETH-USD,SHORT,1864.35235750,1908.15860250,99.72,-2.34,-2.3497,STOP_LOSS,ML:0.34|Trend:DOWN|RSI:56|Sent:-0.90
2026-02-23T02:47:39.074064,MATIC-USD,LONG,0.10525260,0.10839578,99.52,2.97,2.9863,TAKE_PROFIT,ML:0.78|Trend:UP|RSI:24|Sent:-0.90
2026-02-23T02:58:10.259728,AAVE-USD,LONG,114.87741000,117.78108000,99.50,2.52,2.5276,TAKE_PROFIT,ML:0.71|Trend:UP|RSI:33|Sent:-0.90
2026-02-23T04:53:26.204711,NEAR-USD,LONG,1.00600275,1.00649650,99.50,0.05,0.0491,MAX_HOLD_FLAT,ML:0.66|Trend:UP|RSI:53|Sent:-0.90
2026-02-23T05:37:14.798920,PI_XRPUSD,LONG,1.36922385,1.41228999,49.76,1.57,3.1453,TAKE_PROFIT,ML:0.69|Trend:UP|RSI:53|Sent:-0.90
2026-02-23T05:39:24.310024,DOT-USD,LONG,1.27363650,1.30534700,99.52,2.48,2.4898,TAKE_PROFIT,ML:0.71|Trend:UP|RSI:46|Sent:-0.90
2026-02-23T05:45:35.835948,XLM-USD,LONG,0.15320807,0.15721835,99.52,2.61,2.6175,TAKE_PROFIT,ML:0.76|Trend:UP|RSI:42|Sent:-0.90
2026-02-23T06:14:51.155812,ATOM-USD,LONG,2.23011450,2.18390750,99.45,-2.06,-2.0720,STOP_LOSS,ML:0.69|Trend:UP|RSI:49|Sent:-0.90
2026-02-23T06:56:41.922785,PI_XRPUSD,LONG,1.39423812,1.39737295,88.60,0.20,0.2248,MAX_HOLD_FLAT,ML:0.77|Trend:UP|RSI:51|Sent:-0.90
2026-02-23T07:32:23.654117,BTC-USD,LONG,66383.39010750,66066.28033500,99.45,-0.48,-0.4777,MAX_HOLD_FLAT,ML:0.70|Trend:UP|RSI:51|Sent:-0.90
2026-02-23T07:42:51.307361,AAVE-USD,LONG,117.52873500,117.59117500,99.44,0.05,0.0531,MAX_HOLD_FLAT,ML:0.71|Trend:UP|RSI:44|Sent:-0.90
2026-02-23T07:42:51.360091,XRP-USD,LONG,1.40600265,1.37211360,99.53,-2.40,-2.4103,STOP_LOSS,ML:0.70|Trend:UP|RSI:43|Sent:-0.90
2026-02-23T07:53:17.501237,UNI-USD,LONG,3.47773800,3.46376725,99.45,-0.40,-0.4017,MAX_HOLD_FLAT,ML:0.73|Trend:UP|RSI:39|Sent:-0.90
2026-02-23T08:06:06.057039,NEAR-USD,LONG,1.01450700,0.99350300,99.57,-2.06,-2.0704,STOP_LOSS,ML:0.72|Trend:UP|RSI:53|Sent:-0.90
2026-02-23T08:52:39.523761,PI_XRPUSD,LONG,1.41272336,1.36654941,122.48,-4.00,-3.2684,STOP_LOSS,ML:0.87|Trend:UP|RSI:43|Sent:-0.90
2026-02-23T08:56:10.821002,MATIC-USD,LONG,0.10890442,0.10914540,99.44,0.22,0.2213,MAX_HOLD_FLAT,ML:0.70|Trend:UP|RSI:29|Sent:-0.90
2026-02-23T09:29:44.966727,MATIC-USD,SHORT,0.10844575,0.11105550,99.34,-2.39,-2.4065,STOP_LOSS,ML:0.21|Trend:SIDE|RSI:35|Sent:-0.90
2026-02-23T10:20:58.349130,PI_ETHUSD,LONG,1927.61727244,1866.17098791,71.29,-2.27,-3.1877,STOP_LOSS,ML:0.76|Trend:UP|RSI:46|Sent:-0.90
2026-02-23T10:20:58.373546,PI_ETHUSD,LONG,1927.52454396,1866.17098791,102.54,-3.26,-3.1830,STOP_LOSS,ML:0.87|Trend:UP|RSI:49|Sent:-0.90
2026-02-23T10:31:33.460427,AVAX-USD,LONG,8.59429500,8.41579000,147.73,-3.07,-2.0770,STOP_LOSS,ML:0.85|Trend:UP|RSI:44|Sent:-0.90
2026-02-23T11:43:44.050894,BCH-USD,SHORT,530.58457500,529.06940250,110.84,0.32,0.2856,MAX_HOLD_FLAT,ML:0.15|Trend:DOWN|RSI:39|Sent:-0.90
2026-02-23T12:46:40.488284,PAXG-USD,SHORT,5163.15713000,5233.60549500,99.44,-1.36,-1.3644,MAX_HOLD_FORCED,ML:0.21|Trend:SIDE|RSI:37|Sent:-0.90
2026-02-23T14:14:29.521385,PI_ETHUSD,SHORT,1894.97354664,1874.97051233,49.67,0.52,1.0556,STALE_PROFIT_DECAY,ML:0.33|Trend:DOWN|RSI:41|Sent:-0.90
2026-02-23T15:37:25.193659,ETH-USD,SHORT,1864.03251750,1867.11809250,126.33,-0.21,-0.1655,MAX_HOLD_FLAT,ML:0.21|Trend:DOWN|RSI:52|Sent:-0.90
2026-02-23T16:49:11.839319,ATOM-USD,SHORT,2.15292300,2.11805850,99.41,1.61,1.6194,MAX_HOLD_FORCED,ML:0.30|Trend:DOWN|RSI:44|Sent:-0.90
2026-02-23T19:05:00.389506,PI_LTCUSD,SHORT,51.71528614,51.39407749,83.04,0.52,0.6211,STALE_PROFIT_DECAY,ML:0.16|Trend:SIDE|RSI:72|Sent:-0.84
2026-02-23T19:43:28.473751,BCH-USD,SHORT,497.47613750,485.08742250,189.90,4.73,2.4903,TAKE_PROFIT,ML:0.21|Trend:DOWN|RSI:74|Sent:-0.84
2026-02-23T21:03:20.644304,PI_LTCUSD,SHORT,50.94018490,50.91416976,86.88,0.04,0.0511,STARTUP_TRIM_STACKED,ML:0.24|Trend:DOWN|RSI:38|Sent:-0.84
2026-02-23T22:28:50.038606,XLM-USD,LONG,0.15186640,0.14871411,231.63,-4.81,-2.0757,STOP_LOSS,ML:0.85|Trend:UP|RSI:49|Sent:-0.90
2026-02-24T00:03:14.918460,ATOM-USD,SHORT,2.10794550,2.05602750,99.11,2.44,2.4630,TAKE_PROFIT,ML:0.16|Trend:SIDE|RSI:42|Sent:-0.84
2026-02-24T00:18:52.265204,BCH-USD,SHORT,483.93291250,483.92184000,99.22,0.00,0.0023,MAX_HOLD_FLAT,ML:0.31|Trend:DOWN|RSI:50|Sent:-0.84
2026-02-24T00:25:51.272039,PI_LTCUSD,SHORT,51.52817847,50.78420431,63.84,0.92,1.4438,MAX_HOLD_FORCED,ML:0.18|Trend:SIDE|RSI:45|Sent:-0.84
2026-02-24T01:55:02.243594,MATIC-USD,SHORT,0.10649673,0.10615305,99.12,0.32,0.3227,MAX_HOLD_FLAT,ML:0.25|Trend:SIDE|RSI:62|Sent:-0.84
2026-02-24T01:55:02.266887,PAXG-USD,SHORT,5185.56592000,5192.04972750,99.21,-0.12,-0.1250,MAX_HOLD_FLAT,ML:0.28|Trend:DOWN|RSI:40|Sent:-0.39
2026-02-24T02:26:13.593178,DOGE-USD,SHORT,0.09257869,0.09122059,130.01,1.91,1.4670,MAX_HOLD_FORCED,ML:0.13|Trend:SIDE|RSI:42|Sent:-0.84
2026-02-24T03:15:04.321105,PI_LTCUSD,SHORT,50.79652003,50.90388519,83.97,-0.18,-0.2114,MAX_HOLD_FLAT,ML:0.25|Trend:DOWN|RSI:58|Sent:-0.59
2026-02-24T04:58:22.569682,PI_LTCUSD,SHORT,50.97413904,50.76262691,49.59,0.21,0.4149,MAX_HOLD_FLAT,ML:0.25|Trend:SIDE|RSI:59|Sent:-0.33
2026-02-24T06:08:52.482366,PAXG-USD,SHORT,5193.05217500,5176.99220250,139.79,0.43,0.3093,MAX_HOLD_FLAT,ML:0.17|Trend:SIDE|RSI:50|Sent:-0.48
2026-02-24T06:34:55.441163,AVAX-USD,SHORT,8.26086750,8.26413000,126.78,-0.05,-0.0395,MAX_HOLD_FLAT,ML:0.14|Trend:SIDE|RSI:38|Sent:-0.66
2026-02-24T06:43:40.260354,SOL-USD,SHORT,76.53671250,76.72334250,99.21,-0.24,-0.2438,MAX_HOLD_FLAT,ML:0.22|Trend:SIDE|RSI:43|Sent:-0.91
2026-02-24T07:23:50.641799,BCH-USD,SHORT,485.13731000,478.37907000,99.18,1.38,1.3931,STALE_PROFIT_DECAY,ML:0.23|Trend:SIDE|RSI:42|Sent:-0.48
2026-02-24T07:43:04.601561,ATOM-USD,SHORT,2.05397250,2.04902400,99.21,0.24,0.2409,MAX_HOLD_FLAT,ML:0.33|Trend:DOWN|RSI:43|Sent:-0.49
2026-02-24T07:58:55.151258,MATIC-USD,LONG,0.10545270,0.10819588,99.21,2.58,2.6013,TAKE_PROFIT,ML:0.66|Trend:UP|RSI:65|Sent:-0.56
2026-02-24T08:11:21.561110,PI_XRPUSD,SHORT,1.33233545,1.33690937,100.49,-0.34,-0.3433,MAX_HOLD_FLAT,ML:0.11|Trend:SIDE|RSI:59|Sent:-0.95
2026-02-24T09:04:29.958503,UNI-USD,SHORT,3.32233800,3.39319575,99.20,-2.12,-2.1328,STOP_LOSS,ML:0.15|Trend:SIDE|RSI:68|Sent:-0.55
2026-02-24T09:04:29.982282,ADA-USD,SHORT,0.25582203,0.26183085,99.22,-2.33,-2.3488,STOP_LOSS,ML:0.15|Trend:SIDE|RSI:57|Sent:-1.00
2026-02-24T09:06:14.306687,MATIC-USD,SHORT,0.10749623,0.10985490,99.27,-2.18,-2.1942,STOP_LOSS,ML:0.05|Trend:UP|RSI:64|Sent:-0.52
2026-02-24T09:37:47.478771,NEAR-USD,SHORT,0.97451250,0.97798875,99.20,-0.35,-0.3567,MAX_HOLD_FLAT,ML:0.18|Trend:SIDE|RSI:70|Sent:-0.55
2026-02-24T10:14:24.568048,PAXG-USD,SHORT,5174.91624750,5177.77259250,99.21,-0.05,-0.0552,MAX_HOLD_FLAT,ML:0.11|Trend:SIDE|RSI:52|Sent:-0.57
2026-02-24T11:04:54.859664,AVAX-USD,SHORT,8.25587000,8.42921250,99.23,-2.08,-2.0996,STOP_LOSS,ML:0.11|Trend:SIDE|RSI:57|Sent:-0.93
2026-02-24T11:08:33.511136,ATOM-USD,SHORT,2.06846525,2.01300600,99.22,2.66,2.6812,TAKE_PROFIT,ML:0.07|Trend:SIDE|RSI:75|Sent:-0.53
2026-02-24T11:19:10.756060,PI_XRPUSD,SHORT,1.33097954,1.35776009,77.44,-1.56,-2.0121,MAX_HOLD_FORCED,ML:0.14|Trend:SIDE|RSI:46|Sent:-0.95
2026-02-24T11:34:42.417690,BCH-USD,SHORT,480.12981500,492.13094250,99.23,-2.48,-2.4996,STOP_LOSS,ML:0.15|Trend:DOWN|RSI:67|Sent:-0.53
2026-02-24T11:38:19.597278,PI_ETHUSD,SHORT,1829.32818784,1862.57975405,81.27,-1.48,-1.8177,MAX_HOLD_FORCED,ML:0.06|Trend:SIDE|RSI:48|Sent:-0.90
2026-02-24T12:09:21.985809,MATIC-USD,SHORT,0.10944525,0.11180587,99.13,-2.14,-2.1569,STOP_LOSS,ML:0.07|Trend:UP|RSI:73|Sent:-0.38
2026-02-24T13:29:34.280047,LTC-USD,SHORT,50.82457500,51.53575500,99.21,-1.39,-1.3993,MAX_HOLD_FORCED,ML:0.12|Trend:SIDE|RSI:62|Sent:-0.73
2026-02-24T14:04:42.795724,DOT-USD,SHORT,1.23438250,1.24062000,99.22,-0.50,-0.5053,MAX_HOLD_FLAT,ML:0.29|Trend:DOWN|RSI:57|Sent:-0.57
2026-02-24T14:25:47.802308,PI_ETHUSD,LONG,1859.02280482,1854.83413534,88.72,-0.20,-0.2253,MAX_HOLD_FLAT,ML:0.77|Trend:UP|RSI:41|Sent:-0.10
2026-02-24T15:16:26.893820,PAXG-USD,SHORT,5182.22259250,5167.27234500,99.13,0.29,0.2885,MAX_HOLD_FLAT,ML:0.13|Trend:SIDE|RSI:68|Sent:-0.38
2026-02-24T15:38:40.616386,PI_ETHUSD,LONG,1858.20452143,1861.21809247,102.18,0.17,0.1622,MAX_HOLD_FLAT,ML:0.81|Trend:UP|RSI:49|Sent:+0.01
2026-02-24T16:52:05.577455,MATIC-USD,LONG,0.11205600,0.11269363,98.97,0.56,0.5690,STALE_PROFIT_DECAY,ML:0.76|Trend:UP|RSI:56|Sent:-0.34
2026-02-24T17:34:41.152986,BCH-USD,SHORT,491.63905750,491.30052750,100.75,0.07,0.0689,MAX_HOLD_FLAT,ML:0.02|Trend:SIDE|RSI:92|Sent:-0.39
2026-02-24T17:42:08.692298,AVAX-USD,LONG,8.34917250,8.30584500,98.97,-0.51,-0.5189,MAX_HOLD_FLAT,ML:0.81|Trend:UP|RSI:50|Sent:-0.07
2026-02-24T17:51:25.928112,ATOM-USD,SHORT,2.02498700,2.01900900,99.05,0.29,0.2952,MAX_HOLD_FLAT,ML:0.22|Trend:SIDE|RSI:67|Sent:-0.39
2026-02-24T18:13:49.482566,SOL-USD,LONG,79.00948500,80.99448250,98.93,2.49,2.5124,TAKE_PROFIT,ML:0.73|Trend:UP|RSI:44|Sent:+0.05
2026-02-24T18:13:49.511120,PI_XRPUSD,LONG,1.34383031,1.37659789,80.73,1.97,2.4384,TAKE_PROFIT,ML:0.83|Trend:SIDE|RSI:23|Sent:-0.07
2026-02-24T18:13:49.537990,NEAR-USD,SHORT,0.96851550,0.99749850,98.94,-2.96,-2.9925,STOP_LOSS,ML:0.22|Trend:DOWN|RSI:63|Sent:-0.39
2026-02-24T18:13:49.561356,DOT-USD,SHORT,1.23838050,1.26763350,98.94,-2.34,-2.3622,STOP_LOSS,ML:0.29|Trend:DOWN|RSI:48|Sent:-0.39
2026-02-24T18:19:27.606982,MATIC-USD,LONG,0.11175585,0.11459268,98.94,2.51,2.5384,TAKE_PROFIT,ML:0.85|Trend:UP|RSI:23|Sent:-0.38
2026-02-24T21:04:35.888278,MATIC-USD,LONG,0.11645820,0.11384305,142.78,-3.21,-2.2456,STOP_LOSS,ML:0.84|Trend:UP|RSI:52|Sent:-0.20
2026-02-24T22:36:16.091158,XLM-USD,LONG,0.15459676,0.15117088,182.29,-4.04,-2.2160,STOP_LOSS,ML:0.78|Trend:UP|RSI:65|Sent:-0.20
2026-02-24T22:39:56.630050,MATIC-USD,LONG,0.11395695,0.11154420,110.44,-2.34,-2.1172,STOP_LOSS,ML:0.76|Trend:UP|RSI:38|Sent:-0.19
2026-02-24T23:56:34.795709,BCH-USD,LONG,500.16495750,489.59008250,142.20,-3.01,-2.1143,STOP_LOSS,ML:0.76|Trend:UP|RSI:29|Sent:-0.21
2026-02-25T00:10:45.103292,MATIC-USD,SHORT,0.11244375,0.11480738,98.75,-2.08,-2.1021,STOP_LOSS,ML:0.12|Trend:SIDE|RSI:48|Sent:-0.21
2026-02-25T00:40:30.629722,PI_ADAUSD,LONG,0.26767082,0.26464108,77.92,-0.88,-1.1319,MAX_HOLD_FORCED,ML:0.70|Trend:UP|RSI:65|Sent:+0.44
2026-02-25T00:49:23.917564,PI_ADAUSD,LONG,0.26745232,0.26404243,98.08,-1.25,-1.2750,MAX_HOLD_FORCED,ML:0.80|Trend:UP|RSI:45|Sent:+0.50
2026-02-25T01:26:11.135081,PAXG-USD,SHORT,5162.62739500,5212.61500500,98.94,-0.96,-0.9683,MAX_HOLD_FORCED,ML:0.07|Trend:SIDE|RSI:41|Sent:-0.39
2026-02-25T02:23:05.567315,UNI-USD,LONG,3.46523175,3.55172325,98.88,2.47,2.4960,TAKE_PROFIT,ML:0.73|Trend:UP|RSI:25|Sent:-0.20
2026-02-25T02:30:11.517141,ATOM-USD,LONG,2.04302100,2.04897500,98.88,0.29,0.2914,MAX_HOLD_FLAT,ML:0.66|Trend:UP|RSI:17|Sent:-0.20
2026-02-25T04:24:06.528326,AVAX-USD,LONG,8.61430500,8.90054750,98.58,3.28,3.3229,TAKE_PROFIT,ML:0.77|Trend:SIDE|RSI:62|Sent:+0.71
2026-02-25T04:27:37.632212,DOT-USD,LONG,1.32266100,1.36231850,98.63,2.96,2.9983,TAKE_PROFIT,ML:0.69|Trend:UP|RSI:48|Sent:-0.13
2026-02-25T04:41:38.693903,LINK-USD,LONG,8.42821200,8.63867850,98.88,2.47,2.4972,TAKE_PROFIT,ML:0.71|Trend:UP|RSI:7|Sent:+0.67
